hmm,param,layer,seed,R2,target
Wing,"x=0.9, y=0.4",13,7,0.9929783795779632,real
Wing,"x=0.9, y=0.4",14,7,0.9935143098077308,real
Wing,"x=0.9, y=0.4",15,7,0.9932592303918087,real
Wing,"x=0.9, y=0.4",16,7,0.9934140490379904,real
Wing,"x=0.9, y=0.4",17,7,0.9935214586897374,real
Wing,"x=0.9, y=0.4",18,7,0.9936990793153218,real
Wing,"x=0.9, y=0.4",19,7,0.9937239270940174,real
Wing,"x=0.9, y=0.4",20,7,0.993501323790576,real
Wing,"x=0.9, y=0.4",21,7,0.9936092467947328,real
Wing,"x=0.9, y=0.4",22,7,0.99318979982433,real
Wing,"x=0.9, y=0.4",23,7,0.9932170317167772,real
Wing,"x=0.9, y=0.4",24,7,0.9934691154238936,real
Wing,"x=0.9, y=0.4",25,7,0.993654154752832,real
Wing,"x=0.9, y=0.4",26,7,0.9936320736807214,real
Wing,"x=0.9, y=0.4",27,7,0.9932922841987128,real
Wing,"x=0.9, y=0.4",0,8,0.8910551209718834,real
Wing,"x=0.9, y=0.4",1,8,0.90574420027582,real
Wing,"x=0.9, y=0.4",2,8,0.9389878979834948,real
Wing,"x=0.9, y=0.4",3,8,0.9878053266078448,real
Wing,"x=0.9, y=0.4",4,8,0.9936997116378103,real
Wing,"x=0.9, y=0.4",5,8,0.9943773258178912,real
Wing,"x=0.9, y=0.4",6,8,0.9945200780088908,real
Wing,"x=0.9, y=0.4",7,8,0.9937917313988336,real
Wing,"x=0.9, y=0.4",8,8,0.992622735809802,real
Wing,"x=0.9, y=0.4",9,8,0.9923560249251854,real
Wing,"x=0.9, y=0.4",10,8,0.9922986609686266,real
Wing,"x=0.9, y=0.4",11,8,0.9927443850080192,real
Wing,"x=0.9, y=0.4",12,8,0.9923641340487503,real
Wing,"x=0.9, y=0.4",13,8,0.9925974002852128,real
Wing,"x=0.9, y=0.4",14,8,0.994105051912656,real
Wing,"x=0.9, y=0.4",15,8,0.9940507576818308,real
Wing,"x=0.9, y=0.4",16,8,0.9936443879927032,real
Wing,"x=0.9, y=0.4",17,8,0.993485032467219,real
Wing,"x=0.9, y=0.4",18,8,0.9935414719397988,real
Wing,"x=0.9, y=0.4",19,8,0.9935640298975376,real
Wing,"x=0.9, y=0.4",20,8,0.9935141989766044,real
Wing,"x=0.9, y=0.4",21,8,0.9935150706525222,real
Wing,"x=0.9, y=0.4",22,8,0.9933877757924996,real
Wing,"x=0.9, y=0.4",23,8,0.9933377007200112,real
Wing,"x=0.9, y=0.4",24,8,0.9936085073155488,real
Wing,"x=0.9, y=0.4",25,8,0.993631239471307,real
Wing,"x=0.9, y=0.4",26,8,0.9936221057341929,real
Wing,"x=0.9, y=0.4",27,8,0.9930647598558222,real
Wing,"x=0.9, y=0.4",0,9,0.8975925618279166,real
Wing,"x=0.9, y=0.4",1,9,0.9182288523208167,real
Wing,"x=0.9, y=0.4",2,9,0.946278980938436,real
Wing,"x=0.9, y=0.4",3,9,0.9879611246508414,real
Wing,"x=0.9, y=0.4",4,9,0.9931526595812836,real
Wing,"x=0.9, y=0.4",5,9,0.9945635970163894,real
Wing,"x=0.9, y=0.4",6,9,0.9945722210464552,real
Wing,"x=0.9, y=0.4",7,9,0.9941731221706112,real
Wing,"x=0.9, y=0.4",8,9,0.9922753819868174,real
Wing,"x=0.9, y=0.4",9,9,0.9921956338714566,real
Wing,"x=0.9, y=0.4",10,9,0.9914248318438402,real
Wing,"x=0.9, y=0.4",11,9,0.9921472890445712,real
Wing,"x=0.9, y=0.4",12,9,0.9924789483090604,real
Wing,"x=0.9, y=0.4",13,9,0.9924985159930332,real
Wing,"x=0.9, y=0.4",14,9,0.9929676875294372,real
Wing,"x=0.9, y=0.4",15,9,0.99321757314989,real
Wing,"x=0.9, y=0.4",16,9,0.9932352450936642,real
Wing,"x=0.9, y=0.4",17,9,0.993047806370394,real
Wing,"x=0.9, y=0.4",18,9,0.9929400273958622,real
Wing,"x=0.9, y=0.4",19,9,0.9932159977386982,real
Wing,"x=0.9, y=0.4",20,9,0.99308728553973,real
Wing,"x=0.9, y=0.4",21,9,0.9933006205159464,real
Wing,"x=0.9, y=0.4",22,9,0.9932982919173702,real
Wing,"x=0.9, y=0.4",23,9,0.9932775727058478,real
Wing,"x=0.9, y=0.4",24,9,0.9933683362729964,real
Wing,"x=0.9, y=0.4",25,9,0.993659293042719,real
Wing,"x=0.9, y=0.4",26,9,0.9934238049684576,real
Wing,"x=0.9, y=0.4",27,9,0.992906001413645,real
Wing,"x=0.91, y=0.4",0,0,0.8901074414593162,real
Wing,"x=0.91, y=0.4",1,0,0.9052481340756036,real
Wing,"x=0.91, y=0.4",2,0,0.9332888119820212,real
Wing,"x=0.91, y=0.4",3,0,0.9854410576244392,real
Wing,"x=0.91, y=0.4",4,0,0.9929084569357728,real
Wing,"x=0.91, y=0.4",5,0,0.9939108330925056,real
Wing,"x=0.91, y=0.4",6,0,0.9945795965805276,real
Wing,"x=0.91, y=0.4",7,0,0.993267905113796,real
Wing,"x=0.91, y=0.4",8,0,0.99242266493181,real
Wing,"x=0.91, y=0.4",9,0,0.9922678795493264,real
Wing,"x=0.91, y=0.4",10,0,0.9923763184891438,real
Wing,"x=0.91, y=0.4",11,0,0.9932808337100424,real
Wing,"x=0.91, y=0.4",12,0,0.9932424409289456,real
Wing,"x=0.91, y=0.4",13,0,0.9933823841745222,real
Wing,"x=0.91, y=0.4",14,0,0.994018818718335,real
Wing,"x=0.91, y=0.4",15,0,0.9941121106015226,real
Wing,"x=0.91, y=0.4",16,0,0.9940078192475348,real
Wing,"x=0.91, y=0.4",17,0,0.9939833314833968,real
Wing,"x=0.91, y=0.4",18,0,0.9941395188190056,real
Wing,"x=0.91, y=0.4",19,0,0.9942384151266984,real
Wing,"x=0.91, y=0.4",20,0,0.9941468152091724,real
Wing,"x=0.91, y=0.4",21,0,0.9941525273719796,real
Wing,"x=0.91, y=0.4",22,0,0.9938714605026994,real
Wing,"x=0.91, y=0.4",23,0,0.9939705024942596,real
Wing,"x=0.91, y=0.4",24,0,0.9941773871381792,real
Wing,"x=0.91, y=0.4",25,0,0.994104675303482,real
Wing,"x=0.91, y=0.4",26,0,0.9941645222362748,real
Wing,"x=0.91, y=0.4",27,0,0.9933364219307068,real
Wing,"x=0.91, y=0.4",0,1,0.8947980595095035,real
Wing,"x=0.91, y=0.4",1,1,0.9144844540730837,real
Wing,"x=0.91, y=0.4",2,1,0.9378020697577985,real
Wing,"x=0.91, y=0.4",3,1,0.9863684483057732,real
Wing,"x=0.91, y=0.4",4,1,0.9925490696086438,real
Wing,"x=0.91, y=0.4",5,1,0.9940467898443714,real
Wing,"x=0.91, y=0.4",6,1,0.994429548527072,real
Wing,"x=0.91, y=0.4",7,1,0.9935859868215052,real
Wing,"x=0.91, y=0.4",8,1,0.9915591360882148,real
Wing,"x=0.91, y=0.4",9,1,0.9920110804133592,real
Wing,"x=0.91, y=0.4",10,1,0.9917686400910584,real
Wing,"x=0.91, y=0.4",11,1,0.9928727066161164,real
Wing,"x=0.91, y=0.4",12,1,0.993063057214004,real
Wing,"x=0.91, y=0.4",13,1,0.9925398082728958,real
Wing,"x=0.91, y=0.4",14,1,0.9932485146689826,real
Wing,"x=0.91, y=0.4",15,1,0.9932037901130611,real
Wing,"x=0.91, y=0.4",16,1,0.9929388357797504,real
Wing,"x=0.91, y=0.4",17,1,0.9929691929679434,real
Wing,"x=0.91, y=0.4",18,1,0.9929291235423048,real
Wing,"x=0.91, y=0.4",19,1,0.9929579600942742,real
Wing,"x=0.91, y=0.4",20,1,0.9932565019760338,real
Wing,"x=0.91, y=0.4",21,1,0.993391312327573,real
Wing,"x=0.91, y=0.4",22,1,0.9932506706666892,real
Wing,"x=0.91, y=0.4",23,1,0.9932380209567472,real
Wing,"x=0.91, y=0.4",24,1,0.99330016010316,real
Wing,"x=0.91, y=0.4",25,1,0.9932313070172468,real
Wing,"x=0.91, y=0.4",26,1,0.9929010433415704,real
Wing,"x=0.91, y=0.4",27,1,0.9921635942762724,real
Wing,"x=0.91, y=0.4",0,2,0.8919406516179557,real
Wing,"x=0.91, y=0.4",1,2,0.9107158184110484,real
Wing,"x=0.91, y=0.4",2,2,0.9357790338162748,real
Wing,"x=0.91, y=0.4",3,2,0.985960627999274,real
Wing,"x=0.91, y=0.4",4,2,0.991452102897837,real
Wing,"x=0.91, y=0.4",5,2,0.9932504253877016,real
Wing,"x=0.91, y=0.4",6,2,0.9943237277394222,real
Wing,"x=0.91, y=0.4",7,2,0.993955612331018,real
Wing,"x=0.91, y=0.4",8,2,0.9922473086283596,real
Wing,"x=0.91, y=0.4",9,2,0.9921955767305966,real
Wing,"x=0.91, y=0.4",10,2,0.9924218544354652,real
Wing,"x=0.91, y=0.4",11,2,0.993336225693974,real
Wing,"x=0.91, y=0.4",12,2,0.9937057142041654,real
Wing,"x=0.91, y=0.4",13,2,0.9931956638361812,real
Wing,"x=0.91, y=0.4",14,2,0.9939685780973818,real
Wing,"x=0.91, y=0.4",15,2,0.9942212333051298,real
Wing,"x=0.91, y=0.4",16,2,0.9939303168016348,real
Wing,"x=0.91, y=0.4",17,2,0.993733577421094,real
Wing,"x=0.91, y=0.4",18,2,0.9939125995656196,real
Wing,"x=0.91, y=0.4",19,2,0.9938278997882726,real
Wing,"x=0.91, y=0.4",20,2,0.9937701904828224,real
Wing,"x=0.91, y=0.4",21,2,0.994040117596276,real
Wing,"x=0.91, y=0.4",22,2,0.9941062670628052,real
Wing,"x=0.91, y=0.4",23,2,0.9940943250442792,real
Wing,"x=0.91, y=0.4",24,2,0.994344443276917,real
Wing,"x=0.91, y=0.4",25,2,0.9944893419864868,real
Wing,"x=0.91, y=0.4",26,2,0.9941393993818856,real
Wing,"x=0.91, y=0.4",27,2,0.9933519171889555,real
Wing,"x=0.91, y=0.4",0,3,0.8909154314102663,real
Wing,"x=0.91, y=0.4",1,3,0.9090535548092696,real
Wing,"x=0.91, y=0.4",2,3,0.93777685143607,real
Wing,"x=0.91, y=0.4",3,3,0.9859828586569948,real
Wing,"x=0.91, y=0.4",4,3,0.9922567045001318,real
Wing,"x=0.91, y=0.4",5,3,0.9942376247238328,real
Wing,"x=0.91, y=0.4",6,3,0.9940689707033868,real
Wing,"x=0.91, y=0.4",7,3,0.993816962518407,real
Wing,"x=0.91, y=0.4",8,3,0.9920990694199228,real
Wing,"x=0.91, y=0.4",9,3,0.9921888451375956,real
Wing,"x=0.91, y=0.4",10,3,0.992648261065786,real
Wing,"x=0.91, y=0.4",11,3,0.9931453742821956,real
Wing,"x=0.91, y=0.4",12,3,0.9933776497101622,real
Wing,"x=0.91, y=0.4",13,3,0.993096212460836,real
Wing,"x=0.91, y=0.4",14,3,0.99403594281728,real
Wing,"x=0.91, y=0.4",15,3,0.99378302544274,real
Wing,"x=0.91, y=0.4",16,3,0.9939307404546772,real
Wing,"x=0.91, y=0.4",17,3,0.9939697565178528,real
Wing,"x=0.91, y=0.4",18,3,0.9941281432547774,real
Wing,"x=0.91, y=0.4",19,3,0.9940890397447986,real
Wing,"x=0.91, y=0.4",20,3,0.9939332178997804,real
Wing,"x=0.91, y=0.4",21,3,0.9940272810827914,real
Wing,"x=0.91, y=0.4",22,3,0.9942010295225346,real
Wing,"x=0.91, y=0.4",23,3,0.9941709529660474,real
Wing,"x=0.91, y=0.4",24,3,0.9942653569343958,real
Wing,"x=0.91, y=0.4",25,3,0.9942281766111034,real
Wing,"x=0.91, y=0.4",26,3,0.9943260212253762,real
Wing,"x=0.91, y=0.4",27,3,0.9932313119853808,real
Wing,"x=0.91, y=0.4",0,4,0.887813541620959,real
Wing,"x=0.91, y=0.4",1,4,0.9051246420521624,real
Wing,"x=0.91, y=0.4",2,4,0.931058329086036,real
Wing,"x=0.91, y=0.4",3,4,0.9851342422311244,real
Wing,"x=0.91, y=0.4",4,4,0.9912164683137784,real
Wing,"x=0.91, y=0.4",5,4,0.9930927004735076,real
Wing,"x=0.91, y=0.4",6,4,0.9925655423077964,real
Wing,"x=0.91, y=0.4",7,4,0.9926991385191816,real
Wing,"x=0.91, y=0.4",8,4,0.9922222547314632,real
Wing,"x=0.91, y=0.4",9,4,0.9918846887274266,real
Wing,"x=0.91, y=0.4",10,4,0.9921676191928328,real
Wing,"x=0.91, y=0.4",11,4,0.992564935126052,real
Wing,"x=0.91, y=0.4",12,4,0.9927767374279788,real
Wing,"x=0.91, y=0.4",13,4,0.992615006659364,real
Wing,"x=0.91, y=0.4",14,4,0.9934407393484148,real
Wing,"x=0.91, y=0.4",15,4,0.9934896310018332,real
Wing,"x=0.91, y=0.4",16,4,0.993330559526984,real
Wing,"x=0.91, y=0.4",17,4,0.9932263534814032,real
Wing,"x=0.91, y=0.4",18,4,0.9929070475555344,real
Wing,"x=0.91, y=0.4",19,4,0.9928704300337524,real
Wing,"x=0.91, y=0.4",20,4,0.9929834023502894,real
Wing,"x=0.91, y=0.4",21,4,0.993115162141164,real
Wing,"x=0.91, y=0.4",22,4,0.9932086322939376,real
Wing,"x=0.91, y=0.4",23,4,0.9931459756004788,real
Wing,"x=0.91, y=0.4",24,4,0.9934604673459226,real
Wing,"x=0.91, y=0.4",25,4,0.9931820400324308,real
Wing,"x=0.91, y=0.4",26,4,0.9930023791463292,real
Wing,"x=0.91, y=0.4",27,4,0.9928715199858374,real
Wing,"x=0.91, y=0.4",0,5,0.8947964816159182,real
Wing,"x=0.91, y=0.4",1,5,0.9129128734687252,real
Wing,"x=0.91, y=0.4",2,5,0.9373113025166822,real
Wing,"x=0.91, y=0.4",3,5,0.987708944008584,real
Wing,"x=0.91, y=0.4",4,5,0.99282746236542,real
Wing,"x=0.91, y=0.4",5,5,0.9939585315092366,real
Wing,"x=0.91, y=0.4",6,5,0.994472469351324,real
Wing,"x=0.91, y=0.4",7,5,0.9945709735854836,real
Wing,"x=0.91, y=0.4",8,5,0.9931845926344524,real
Wing,"x=0.91, y=0.4",9,5,0.993068434546525,real
Wing,"x=0.91, y=0.4",10,5,0.993183718964393,real
Wing,"x=0.91, y=0.4",11,5,0.993924685213437,real
Wing,"x=0.91, y=0.4",12,5,0.9940763225659296,real
Wing,"x=0.91, y=0.4",13,5,0.9935195018203448,real
Wing,"x=0.91, y=0.4",14,5,0.993711298767335,real
Wing,"x=0.91, y=0.4",15,5,0.993237505270232,real
Wing,"x=0.91, y=0.4",16,5,0.9930598331853656,real
Wing,"x=0.91, y=0.4",17,5,0.9933673084959962,real
Wing,"x=0.91, y=0.4",18,5,0.99348427353736,real
Wing,"x=0.91, y=0.4",19,5,0.9936140780339172,real
Wing,"x=0.91, y=0.4",20,5,0.9933904623410614,real
Wing,"x=0.91, y=0.4",21,5,0.993538801350806,real
Wing,"x=0.91, y=0.4",22,5,0.9936600839107544,real
Wing,"x=0.91, y=0.4",23,5,0.9936837092199536,real
Wing,"x=0.91, y=0.4",24,5,0.9938087755655048,real
Wing,"x=0.91, y=0.4",25,5,0.9937400396530056,real
Wing,"x=0.91, y=0.4",26,5,0.9937696573857177,real
Wing,"x=0.91, y=0.4",27,5,0.9931478139842352,real
Wing,"x=0.91, y=0.4",0,6,0.8890817851964813,real
Wing,"x=0.91, y=0.4",1,6,0.90666609699237,real
Wing,"x=0.91, y=0.4",2,6,0.9316465340014172,real
Wing,"x=0.91, y=0.4",3,6,0.9855138764729108,real
Wing,"x=0.91, y=0.4",4,6,0.9910302708331769,real
Wing,"x=0.91, y=0.4",5,6,0.9939000305339164,real
Wing,"x=0.91, y=0.4",6,6,0.9935509256998648,real
Wing,"x=0.91, y=0.4",7,6,0.9938886390042844,real
Wing,"x=0.91, y=0.4",8,6,0.9909615812593432,real
Wing,"x=0.91, y=0.4",9,6,0.9919492429852852,real
Wing,"x=0.91, y=0.4",10,6,0.9915723802233708,real
Wing,"x=0.91, y=0.4",11,6,0.9933868222023566,real
Wing,"x=0.91, y=0.4",12,6,0.993417682168485,real
Wing,"x=0.91, y=0.4",13,6,0.9936610340381437,real
Wing,"x=0.91, y=0.4",14,6,0.9940456111394904,real
Wing,"x=0.91, y=0.4",15,6,0.9941049528641472,real
Wing,"x=0.91, y=0.4",16,6,0.9940497565372732,real
Wing,"x=0.91, y=0.4",17,6,0.9939601704286036,real
Wing,"x=0.91, y=0.4",18,6,0.9937753764597644,real
Wing,"x=0.91, y=0.4",19,6,0.9938805620974196,real
Wing,"x=0.91, y=0.4",20,6,0.9936366520304194,real
Wing,"x=0.91, y=0.4",21,6,0.993603606226102,real
Wing,"x=0.91, y=0.4",22,6,0.993685372355188,real
Wing,"x=0.91, y=0.4",23,6,0.9937154361075844,real
Wing,"x=0.91, y=0.4",24,6,0.9936511482067154,real
Wing,"x=0.91, y=0.4",25,6,0.993604090084078,real
Wing,"x=0.91, y=0.4",26,6,0.99351242508157,real
Wing,"x=0.91, y=0.4",27,6,0.9928195893670816,real
Wing,"x=0.91, y=0.4",0,7,0.8963169679833632,real
Wing,"x=0.91, y=0.4",1,7,0.91644826159154,real
Wing,"x=0.91, y=0.4",2,7,0.9424317436145118,real
Wing,"x=0.91, y=0.4",3,7,0.9863182531598004,real
Wing,"x=0.91, y=0.4",4,7,0.9925602782971482,real
Wing,"x=0.91, y=0.4",5,7,0.9931936655015482,real
Wing,"x=0.91, y=0.4",6,7,0.9931391130082872,real
Wing,"x=0.91, y=0.4",7,7,0.9936735561426168,real
Wing,"x=0.91, y=0.4",8,7,0.9926613606860416,real
Wing,"x=0.91, y=0.4",9,7,0.992336153479306,real
Wing,"x=0.91, y=0.4",10,7,0.9914046567963952,real
Wing,"x=0.91, y=0.4",11,7,0.993323846715692,real
Wing,"x=0.91, y=0.4",12,7,0.9931803549871464,real
Wing,"x=0.91, y=0.4",13,7,0.99298349568532,real
Wing,"x=0.91, y=0.4",14,7,0.9938742095296056,real
Wing,"x=0.91, y=0.4",15,7,0.9936605116173872,real
Wing,"x=0.91, y=0.4",16,7,0.9936369328803883,real
Wing,"x=0.91, y=0.4",17,7,0.9937673911394894,real
Wing,"x=0.91, y=0.4",18,7,0.993642585638056,real
Wing,"x=0.91, y=0.4",19,7,0.9939290442705458,real
Wing,"x=0.91, y=0.4",20,7,0.993562029288912,real
Wing,"x=0.91, y=0.4",21,7,0.99359585803898,real
Wing,"x=0.91, y=0.4",22,7,0.9936254478711376,real
Wing,"x=0.91, y=0.4",23,7,0.9937648027851962,real
Wing,"x=0.91, y=0.4",24,7,0.99404246361445,real
Wing,"x=0.91, y=0.4",25,7,0.9941647522990203,real
Wing,"x=0.91, y=0.4",26,7,0.9941440500170566,real
Wing,"x=0.91, y=0.4",27,7,0.9936311149362912,real
Wing,"x=0.91, y=0.4",0,8,0.8898280423531224,real
Wing,"x=0.91, y=0.4",1,8,0.9069121462312272,real
Wing,"x=0.91, y=0.4",2,8,0.9393405845948312,real
Wing,"x=0.91, y=0.4",3,8,0.9857855098892568,real
Wing,"x=0.91, y=0.4",4,8,0.9924573257034116,real
Wing,"x=0.91, y=0.4",5,8,0.9935416301196316,real
Wing,"x=0.91, y=0.4",6,8,0.9935388961764272,real
Wing,"x=0.91, y=0.4",7,8,0.992983680292473,real
Wing,"x=0.91, y=0.4",8,8,0.9922329143710388,real
Wing,"x=0.91, y=0.4",9,8,0.9915409195339808,real
Wing,"x=0.91, y=0.4",10,8,0.9918081504064924,real
Wing,"x=0.91, y=0.4",11,8,0.9929592770317052,real
Wing,"x=0.91, y=0.4",12,8,0.9931652063927854,real
Wing,"x=0.91, y=0.4",13,8,0.992925381288278,real
Wing,"x=0.91, y=0.4",14,8,0.993450536033714,real
Wing,"x=0.91, y=0.4",15,8,0.9934711285189952,real
Wing,"x=0.91, y=0.4",16,8,0.9932878461258398,real
Wing,"x=0.91, y=0.4",17,8,0.993338925459052,real
Wing,"x=0.91, y=0.4",18,8,0.9932812118858048,real
Wing,"x=0.91, y=0.4",19,8,0.9932181012703776,real
Wing,"x=0.91, y=0.4",20,8,0.993167386462926,real
Wing,"x=0.91, y=0.4",21,8,0.9934187965310048,real
Wing,"x=0.91, y=0.4",22,8,0.9932238821594714,real
Wing,"x=0.91, y=0.4",23,8,0.9930563001355592,real
Wing,"x=0.91, y=0.4",24,8,0.9931473066322482,real
Wing,"x=0.91, y=0.4",25,8,0.9931353661594544,real
Wing,"x=0.91, y=0.4",26,8,0.9931211129445998,real
Wing,"x=0.91, y=0.4",27,8,0.9930715045951988,real
Wing,"x=0.91, y=0.4",0,9,0.8971341019494111,real
Wing,"x=0.91, y=0.4",1,9,0.912701302859008,real
Wing,"x=0.91, y=0.4",2,9,0.9392451794000676,real
Wing,"x=0.91, y=0.4",3,9,0.9856412752475566,real
Wing,"x=0.91, y=0.4",4,9,0.992400027203482,real
Wing,"x=0.91, y=0.4",5,9,0.9935256034702802,real
Wing,"x=0.91, y=0.4",6,9,0.9938278958289436,real
Wing,"x=0.91, y=0.4",7,9,0.9928428582062536,real
Wing,"x=0.91, y=0.4",8,9,0.9918816906212132,real
Wing,"x=0.91, y=0.4",9,9,0.9916098310675396,real
Wing,"x=0.91, y=0.4",10,9,0.9911949135720284,real
Wing,"x=0.91, y=0.4",11,9,0.9925435882259026,real
Wing,"x=0.91, y=0.4",12,9,0.991961443499099,real
Wing,"x=0.91, y=0.4",13,9,0.9921833526685918,real
Wing,"x=0.91, y=0.4",14,9,0.9935840945399104,real
Wing,"x=0.91, y=0.4",15,9,0.9933149048835734,real
Wing,"x=0.91, y=0.4",16,9,0.9929529406764676,real
Wing,"x=0.91, y=0.4",17,9,0.9930789970911634,real
Wing,"x=0.91, y=0.4",18,9,0.992885556440412,real
Wing,"x=0.91, y=0.4",19,9,0.9930430680496682,real
Wing,"x=0.91, y=0.4",20,9,0.9927631592066752,real
Wing,"x=0.91, y=0.4",21,9,0.9931004841496928,real
Wing,"x=0.91, y=0.4",22,9,0.9927942255686308,real
Wing,"x=0.91, y=0.4",23,9,0.9929371744555814,real
Wing,"x=0.91, y=0.4",24,9,0.9931054682177084,real
Wing,"x=0.91, y=0.4",25,9,0.9932352396390794,real
Wing,"x=0.91, y=0.4",26,9,0.9930976019848072,real
Wing,"x=0.91, y=0.4",27,9,0.9926824196417116,real
Wing,"x=0.92, y=0.4",0,0,0.883299991656508,real
Wing,"x=0.92, y=0.4",1,0,0.895960395702475,real
Wing,"x=0.92, y=0.4",2,0,0.9240455832504892,real
Wing,"x=0.92, y=0.4",3,0,0.9824502617193496,real
Wing,"x=0.92, y=0.4",4,0,0.991123474179778,real
Wing,"x=0.92, y=0.4",5,0,0.9933131744975396,real
Wing,"x=0.92, y=0.4",6,0,0.9934627050029788,real
Wing,"x=0.92, y=0.4",7,0,0.9922966392597656,real
Wing,"x=0.92, y=0.4",8,0,0.991290721465958,real
Wing,"x=0.92, y=0.4",9,0,0.9920938778988482,real
Wing,"x=0.92, y=0.4",10,0,0.9919237398647596,real
Wing,"x=0.92, y=0.4",11,0,0.9927019449178652,real
Wing,"x=0.92, y=0.4",12,0,0.9925702175033766,real
Wing,"x=0.92, y=0.4",13,0,0.992522193601127,real
Wing,"x=0.92, y=0.4",14,0,0.9928418924136386,real
Wing,"x=0.92, y=0.4",15,0,0.9930401121828668,real
Wing,"x=0.92, y=0.4",16,0,0.9927797078400958,real
Wing,"x=0.92, y=0.4",17,0,0.9933524707629448,real
Wing,"x=0.92, y=0.4",18,0,0.9930281511337008,real
Wing,"x=0.92, y=0.4",19,0,0.9932543096465278,real
Wing,"x=0.92, y=0.4",20,0,0.9933523992671742,real
Wing,"x=0.92, y=0.4",21,0,0.9937806898493176,real
Wing,"x=0.92, y=0.4",22,0,0.99334620425528,real
Wing,"x=0.92, y=0.4",23,0,0.993326743235382,real
Wing,"x=0.92, y=0.4",24,0,0.9936213238446449,real
Wing,"x=0.92, y=0.4",25,0,0.9935022969130564,real
Wing,"x=0.92, y=0.4",26,0,0.9935149123739592,real
Wing,"x=0.92, y=0.4",27,0,0.9925910775215936,real
Wing,"x=0.92, y=0.4",0,1,0.8902142085791734,real
Wing,"x=0.92, y=0.4",1,1,0.9098533435044052,real
Wing,"x=0.92, y=0.4",2,1,0.9350583247397196,real
Wing,"x=0.92, y=0.4",3,1,0.9837021560847496,real
Wing,"x=0.92, y=0.4",4,1,0.990399261287653,real
Wing,"x=0.92, y=0.4",5,1,0.9929900120820716,real
Wing,"x=0.92, y=0.4",6,1,0.991996098342335,real
Wing,"x=0.92, y=0.4",7,1,0.9919988071455704,real
Wing,"x=0.92, y=0.4",8,1,0.9896282450211976,real
Wing,"x=0.92, y=0.4",9,1,0.9904161548267072,real
Wing,"x=0.92, y=0.4",10,1,0.9905811496381656,real
Wing,"x=0.92, y=0.4",11,1,0.9922823988563038,real
Wing,"x=0.92, y=0.4",12,1,0.9929045112646976,real
Wing,"x=0.92, y=0.4",13,1,0.992197310674642,real
Wing,"x=0.92, y=0.4",14,1,0.9931217520112589,real
Wing,"x=0.92, y=0.4",15,1,0.9930461507722088,real
Wing,"x=0.92, y=0.4",16,1,0.992740759265407,real
Wing,"x=0.92, y=0.4",17,1,0.9927477268615964,real
Wing,"x=0.92, y=0.4",18,1,0.9929130668645944,real
Wing,"x=0.92, y=0.4",19,1,0.9930739322532848,real
Wing,"x=0.92, y=0.4",20,1,0.9927971156162838,real
Wing,"x=0.92, y=0.4",21,1,0.9927360700560036,real
Wing,"x=0.92, y=0.4",22,1,0.9926064472607168,real
Wing,"x=0.92, y=0.4",23,1,0.9928164806777104,real
Wing,"x=0.92, y=0.4",24,1,0.9931960797816988,real
Wing,"x=0.92, y=0.4",25,1,0.9932638709855266,real
Wing,"x=0.92, y=0.4",26,1,0.9932120444305534,real
Wing,"x=0.92, y=0.4",27,1,0.9925041626543516,real
Wing,"x=0.92, y=0.4",0,2,0.8827170424514008,real
Wing,"x=0.92, y=0.4",1,2,0.902627849152016,real
Wing,"x=0.92, y=0.4",2,2,0.9263435546127152,real
Wing,"x=0.92, y=0.4",3,2,0.983806510401727,real
Wing,"x=0.92, y=0.4",4,2,0.9916630286711958,real
Wing,"x=0.92, y=0.4",5,2,0.993557746287177,real
Wing,"x=0.92, y=0.4",6,2,0.9931993813946566,real
Wing,"x=0.92, y=0.4",7,2,0.9930691077988452,real
Wing,"x=0.92, y=0.4",8,2,0.9920162572982404,real
Wing,"x=0.92, y=0.4",9,2,0.9915019642402472,real
Wing,"x=0.92, y=0.4",10,2,0.9920877368914236,real
Wing,"x=0.92, y=0.4",11,2,0.9931881334232808,real
Wing,"x=0.92, y=0.4",12,2,0.9932031226100492,real
Wing,"x=0.92, y=0.4",13,2,0.9930504260470792,real
Wing,"x=0.92, y=0.4",14,2,0.9939950817174852,real
Wing,"x=0.92, y=0.4",15,2,0.9938698592489578,real
Wing,"x=0.92, y=0.4",16,2,0.9935154873376254,real
Wing,"x=0.92, y=0.4",17,2,0.9937529675524828,real
Wing,"x=0.92, y=0.4",18,2,0.993794412824174,real
Wing,"x=0.92, y=0.4",19,2,0.993633922467889,real
Wing,"x=0.92, y=0.4",20,2,0.9934742099097976,real
Wing,"x=0.92, y=0.4",21,2,0.9938028731279036,real
Wing,"x=0.92, y=0.4",22,2,0.9937265436984466,real
Wing,"x=0.92, y=0.4",23,2,0.9937290796002975,real
Wing,"x=0.92, y=0.4",24,2,0.9938238828010812,real
Wing,"x=0.92, y=0.4",25,2,0.9939003904126106,real
Wing,"x=0.92, y=0.4",26,2,0.993621860818653,real
Wing,"x=0.92, y=0.4",27,2,0.9927125344571288,real
Wing,"x=0.92, y=0.4",0,3,0.8870971990092955,real
Wing,"x=0.92, y=0.4",1,3,0.9036037133652224,real
Wing,"x=0.92, y=0.4",2,3,0.929285520141686,real
Wing,"x=0.92, y=0.4",3,3,0.9818006671608136,real
