hmm,param,layer,seed,target,R2
Wing,"x=0.9, y=0.4",0,0,act→ntp,0.9794250762647272
Wing,"x=0.9, y=0.4",1,0,act→ntp,0.9849883806879105
Wing,"x=0.9, y=0.4",2,0,act→ntp,0.9889670610498167
Wing,"x=0.9, y=0.4",3,0,act→ntp,0.9962368750817772
Wing,"x=0.9, y=0.4",4,0,act→ntp,0.9953673725112249
Wing,"x=0.9, y=0.4",5,0,act→ntp,0.9970393161413181
Wing,"x=0.9, y=0.4",6,0,act→ntp,0.9981285462008164
Wing,"x=0.9, y=0.4",7,0,act→ntp,0.9974062197416316
Wing,"x=0.9, y=0.4",8,0,act→ntp,0.9948061795325226
Wing,"x=0.9, y=0.4",9,0,act→ntp,0.9948308143523429
Wing,"x=0.9, y=0.4",10,0,act→ntp,0.9937189470018754
Wing,"x=0.9, y=0.4",11,0,act→ntp,0.9885714729694355
Wing,"x=0.9, y=0.4",12,0,act→ntp,0.9886778503670671
Wing,"x=0.9, y=0.4",13,0,act→ntp,0.9897802144783049
Wing,"x=0.9, y=0.4",14,0,act→ntp,0.9926195954448602
Wing,"x=0.9, y=0.4",15,0,act→ntp,0.9930462943096334
Wing,"x=0.9, y=0.4",16,0,act→ntp,0.9920751639070502
Wing,"x=0.9, y=0.4",17,0,act→ntp,0.9919303586416224
Wing,"x=0.9, y=0.4",18,0,act→ntp,0.9920090239637624
Wing,"x=0.9, y=0.4",19,0,act→ntp,0.9909800073317901
Wing,"x=0.9, y=0.4",20,0,act→ntp,0.9912626307908632
Wing,"x=0.9, y=0.4",21,0,act→ntp,0.9903234060761839
Wing,"x=0.9, y=0.4",22,0,act→ntp,0.9914584824182515
Wing,"x=0.9, y=0.4",23,0,act→ntp,0.9913611871869299
Wing,"x=0.9, y=0.4",24,0,act→ntp,0.9924687178286596
Wing,"x=0.9, y=0.4",25,0,act→ntp,0.9921970367881291
Wing,"x=0.9, y=0.4",26,0,act→ntp,0.9920431664731767
Wing,"x=0.9, y=0.4",27,0,act→ntp,0.992245315023562
Wing,"x=0.9, y=0.4",28,0,act→ntp,0.993360746773412
Wing,"x=0.9, y=0.4",29,0,act→ntp,0.9941785778770025
Wing,"x=0.9, y=0.4",30,0,act→ntp,0.9938309366510896
Wing,"x=0.9, y=0.4",31,0,act→ntp,0.9939562000250118
Wing,"x=0.9, y=0.4",32,0,act→ntp,0.993849688431783
Wing,"x=0.9, y=0.4",33,0,act→ntp,0.9941708794316206
Wing,"x=0.9, y=0.4",34,0,act→ntp,0.993963728671883
Wing,"x=0.9, y=0.4",0,0,act→log_ntp,0.9784083330241515
Wing,"x=0.9, y=0.4",1,0,act→log_ntp,0.9827093398971519
Wing,"x=0.9, y=0.4",2,0,act→log_ntp,0.9845652166746309
Wing,"x=0.9, y=0.4",3,0,act→log_ntp,0.9931505595129589
Wing,"x=0.9, y=0.4",4,0,act→log_ntp,0.9916918580017973
Wing,"x=0.9, y=0.4",5,0,act→log_ntp,0.995077804794248
Wing,"x=0.9, y=0.4",6,0,act→log_ntp,0.9969761149162206
Wing,"x=0.9, y=0.4",7,0,act→log_ntp,0.9960017957597685
Wing,"x=0.9, y=0.4",8,0,act→log_ntp,0.9929316422427916
Wing,"x=0.9, y=0.4",9,0,act→log_ntp,0.9919196561011411
Wing,"x=0.9, y=0.4",10,0,act→log_ntp,0.9913422648422554
Wing,"x=0.9, y=0.4",11,0,act→log_ntp,0.9858879852739298
Wing,"x=0.9, y=0.4",12,0,act→log_ntp,0.9868719494834876
Wing,"x=0.9, y=0.4",13,0,act→log_ntp,0.9871599158116485
Wing,"x=0.9, y=0.4",14,0,act→log_ntp,0.9918644014887813
Wing,"x=0.9, y=0.4",15,0,act→log_ntp,0.9934421135610729
Wing,"x=0.9, y=0.4",16,0,act→log_ntp,0.9920487697840987
Wing,"x=0.9, y=0.4",17,0,act→log_ntp,0.9921989959534058
Wing,"x=0.9, y=0.4",18,0,act→log_ntp,0.9912365411842872
Wing,"x=0.9, y=0.4",19,0,act→log_ntp,0.9907426197085019
Wing,"x=0.9, y=0.4",20,0,act→log_ntp,0.9906467972030517
Wing,"x=0.9, y=0.4",21,0,act→log_ntp,0.9897280108760484
Wing,"x=0.9, y=0.4",22,0,act→log_ntp,0.9904017822386508
Wing,"x=0.9, y=0.4",23,0,act→log_ntp,0.9902568619835378
Wing,"x=0.9, y=0.4",24,0,act→log_ntp,0.9921125676400456
Wing,"x=0.9, y=0.4",25,0,act→log_ntp,0.9915060631163428
Wing,"x=0.9, y=0.4",26,0,act→log_ntp,0.9913889773751162
Wing,"x=0.9, y=0.4",27,0,act→log_ntp,0.9916168173816367
Wing,"x=0.9, y=0.4",28,0,act→log_ntp,0.9926222904495892
Wing,"x=0.9, y=0.4",29,0,act→log_ntp,0.993523751651329
Wing,"x=0.9, y=0.4",30,0,act→log_ntp,0.9933827671785526
Wing,"x=0.9, y=0.4",31,0,act→log_ntp,0.993638751346431
Wing,"x=0.9, y=0.4",32,0,act→log_ntp,0.9934560244155308
Wing,"x=0.9, y=0.4",33,0,act→log_ntp,0.9938788352330509
Wing,"x=0.9, y=0.4",34,0,act→log_ntp,0.9937832077123807
Wing,"x=0.9, y=0.4",0,0,ntp→beliefs,0.8768462670495192
Wing,"x=0.9, y=0.4",0,0,log_ntp→beliefs,0.8952840244565208
Wing,"x=0.9, y=0.4",1,0,ntp→beliefs,0.8768462670495192
Wing,"x=0.9, y=0.4",1,0,log_ntp→beliefs,0.8952840244565208
