hmm,param,layer,seed,target,R2
Spiral,a=0.01,0,0,real,0.33938378070553654
Spiral,a=0.01,1,0,real,0.40749740626711806
Spiral,a=0.01,2,0,real,0.4123855275584194
Spiral,a=0.01,3,0,real,0.3821837370190624
Spiral,a=0.01,4,0,real,0.43608531856882427
Spiral,a=0.01,5,0,real,0.4424322820255251
Spiral,a=0.01,6,0,real,0.5119178677315628
Spiral,a=0.01,7,0,real,0.8435385716777581
Spiral,a=0.01,8,0,real,0.8127098941742439
Spiral,a=0.01,9,0,real,0.7468315336097961
Spiral,a=0.01,10,0,real,0.6935914766767685
Spiral,a=0.01,11,0,real,0.616202051397549
Spiral,a=0.01,12,0,real,0.6322094652491916
Spiral,a=0.01,13,0,real,0.6603891199345236
Spiral,a=0.01,14,0,real,0.8093676637421539
Spiral,a=0.01,15,0,real,0.7385943331467002
Spiral,a=0.01,16,0,real,0.6825685210346615
Spiral,a=0.01,17,0,real,0.681120073195451
Spiral,a=0.01,18,0,real,0.6591466191529793
Spiral,a=0.01,19,0,real,0.6963957325442292
Spiral,a=0.01,20,0,real,0.7206478471380693
Spiral,a=0.01,21,0,real,0.7343279925689357
Spiral,a=0.01,22,0,real,0.763935882220102
Spiral,a=0.01,23,0,real,0.7571415233269893
Spiral,a=0.01,24,0,real,0.8295154892430543
Spiral,a=0.01,25,0,real,0.8278931258411677
Spiral,a=0.01,26,0,real,0.827531976038381
Spiral,a=0.01,27,0,real,0.8302806086238603
Spiral,a=0.01,28,0,real,0.8401212626942602
Spiral,a=0.01,29,0,real,0.8422691911080813
Spiral,a=0.01,30,0,real,0.8401250355619294
Spiral,a=0.01,31,0,real,0.840318118504531
Spiral,a=0.01,32,0,real,0.8330028311356557
Spiral,a=0.01,33,0,real,0.8474958704523914
Spiral,a=0.01,34,0,real,0.8577912687175147
Spiral,a=0.01,0,0,shuffle,-0.019012570040612742
Spiral,a=0.01,1,0,shuffle,-0.0564251409545915
Spiral,a=0.01,2,0,shuffle,-0.08413777008083612
Spiral,a=0.01,3,0,shuffle,-0.1104602917503188
Spiral,a=0.01,4,0,shuffle,-0.09206429380418424
Spiral,a=0.01,5,0,shuffle,-0.17594393572900047
Spiral,a=0.01,6,0,shuffle,-0.23820413157888676
Spiral,a=0.01,7,0,shuffle,-1.3950750894563262
Spiral,a=0.01,8,0,shuffle,-1.7602910103837144
Spiral,a=0.01,9,0,shuffle,-2.6949313358483846
Spiral,a=0.01,10,0,shuffle,-3.76524760470293
Spiral,a=0.01,11,0,shuffle,-4.583898140300659
Spiral,a=0.01,12,0,shuffle,-3.783757140221449
Spiral,a=0.01,13,0,shuffle,-3.251763259120276
Spiral,a=0.01,14,0,shuffle,-1.0628903536367869
Spiral,a=0.01,15,0,shuffle,-1.5307752930112408
Spiral,a=0.01,16,0,shuffle,-1.9807411892842364
Spiral,a=0.01,17,0,shuffle,-2.2213569025688726
Spiral,a=0.01,18,0,shuffle,-2.431771864200815
Spiral,a=0.01,19,0,shuffle,-2.8787132456983393
Spiral,a=0.01,20,0,shuffle,-2.8036015913212657
Spiral,a=0.01,21,0,shuffle,-3.073074043115408
Spiral,a=0.01,22,0,shuffle,-2.241197835944758
Spiral,a=0.01,23,0,shuffle,-2.782403301711421
Spiral,a=0.01,24,0,shuffle,-1.815293656561216
Spiral,a=0.01,25,0,shuffle,-2.081616896331584
Spiral,a=0.01,26,0,shuffle,-2.115891900101007
Spiral,a=0.01,27,0,shuffle,-1.7230385565589965
Spiral,a=0.01,28,0,shuffle,-1.2671395943239463
Spiral,a=0.01,29,0,shuffle,-1.1036949808265852
Spiral,a=0.01,30,0,shuffle,-1.165413568491965
Spiral,a=0.01,31,0,shuffle,-1.2946164146460073
Spiral,a=0.01,32,0,shuffle,-1.3157807400247963
Spiral,a=0.01,33,0,shuffle,-0.9026677326583186
Spiral,a=0.01,34,0,shuffle,-0.48229268748892373
Spiral,a=0.01,0,0,random,-0.023486872085332067
Spiral,a=0.01,1,0,random,-0.070721156876425
Spiral,a=0.01,2,0,random,-0.13435627901989644
Spiral,a=0.01,3,0,random,-0.18950386255771368
Spiral,a=0.01,4,0,random,-0.1937315574913625
Spiral,a=0.01,5,0,random,-0.4023998716223902
Spiral,a=0.01,6,0,random,-0.6272041356137021
Spiral,a=0.01,7,0,random,-1.21323325385803
Spiral,a=0.01,8,0,random,-2.1148892670667236
Spiral,a=0.01,9,0,random,-2.3958420723565768
Spiral,a=0.01,10,0,random,-4.1573140100398245
Spiral,a=0.01,11,0,random,-4.601211473133073
Spiral,a=0.01,12,0,random,-3.864529382316781
Spiral,a=0.01,13,0,random,-2.9436678033736072
Spiral,a=0.01,14,0,random,-1.088572762647042
Spiral,a=0.01,15,0,random,-1.5336123662703045
Spiral,a=0.01,16,0,random,-2.0901490469846116
Spiral,a=0.01,17,0,random,-2.056027553370528
Spiral,a=0.01,18,0,random,-2.683342715331344
Spiral,a=0.01,19,0,random,-3.115849563465413
Spiral,a=0.01,20,0,random,-2.7827589304667164
Spiral,a=0.01,21,0,random,-2.7137309706636876
Spiral,a=0.01,22,0,random,-2.457332918931568
Spiral,a=0.01,23,0,random,-2.882454794345879
Spiral,a=0.01,24,0,random,-1.7619102472428154
Spiral,a=0.01,25,0,random,-1.854625759706383
Spiral,a=0.01,26,0,random,-2.243900433455553
Spiral,a=0.01,27,0,random,-1.8249630697028114
Spiral,a=0.01,28,0,random,-1.5170567621746818
Spiral,a=0.01,29,0,random,-1.1891057615610485
Spiral,a=0.01,30,0,random,-1.2512026344940206
Spiral,a=0.01,31,0,random,-1.2897726078984109
Spiral,a=0.01,32,0,random,-1.320788623947061
Spiral,a=0.01,33,0,random,-0.94425861568076
Spiral,a=0.01,34,0,random,-0.5317372345057572
Spiral,a=0.01,0,1,real,0.29136860903183803
Spiral,a=0.01,1,1,real,0.2750269780981762
Spiral,a=0.01,2,1,real,0.29586351129407773
Spiral,a=0.01,3,1,real,0.30824086919474625
Spiral,a=0.01,4,1,real,0.3870660459078028
Spiral,a=0.01,5,1,real,0.45870396943416836
Spiral,a=0.01,6,1,real,0.5250503024599014
Spiral,a=0.01,7,1,real,0.7909657675290642
Spiral,a=0.01,8,1,real,0.7953647204389149
Spiral,a=0.01,9,1,real,0.7779379638973619
Spiral,a=0.01,10,1,real,0.7209508721946563
Spiral,a=0.01,11,1,real,0.6690124812629695
Spiral,a=0.01,12,1,real,0.7243630836394241
Spiral,a=0.01,13,1,real,0.7438726560567288
Spiral,a=0.01,14,1,real,0.8000418442771321
Spiral,a=0.01,15,1,real,0.7398514833673728
Spiral,a=0.01,16,1,real,0.7256417673315516
Spiral,a=0.01,17,1,real,0.7178009667699803
Spiral,a=0.01,18,1,real,0.7000395893820558
Spiral,a=0.01,19,1,real,0.7431035879567884
Spiral,a=0.01,20,1,real,0.7571559731084997
Spiral,a=0.01,21,1,real,0.7575518824372767
Spiral,a=0.01,22,1,real,0.7596119942800725
Spiral,a=0.01,23,1,real,0.7836892800489117
Spiral,a=0.01,24,1,real,0.8514259249288049
Spiral,a=0.01,25,1,real,0.831780981265823
Spiral,a=0.01,26,1,real,0.8313472473903389
Spiral,a=0.01,27,1,real,0.8422029078035126
Spiral,a=0.01,28,1,real,0.8514452171535296
Spiral,a=0.01,29,1,real,0.854703323423788
Spiral,a=0.01,30,1,real,0.8492417318239328
Spiral,a=0.01,31,1,real,0.8428860293524686
Spiral,a=0.01,32,1,real,0.8434316550297125
Spiral,a=0.01,33,1,real,0.8514927343372569
Spiral,a=0.01,34,1,real,0.8543208907375237
Spiral,a=0.01,0,1,shuffle,-0.021189306575707834
Spiral,a=0.01,1,1,shuffle,-0.12067712144694887
Spiral,a=0.01,2,1,shuffle,-0.17025897787043265
Spiral,a=0.01,3,1,shuffle,-0.10631195961214912
Spiral,a=0.01,4,1,shuffle,-0.11808257307931513
Spiral,a=0.01,5,1,shuffle,-0.10336553258178038
Spiral,a=0.01,6,1,shuffle,-0.2800232210223004
Spiral,a=0.01,7,1,shuffle,-1.2194214627301538
Spiral,a=0.01,8,1,shuffle,-1.5884303310251502
Spiral,a=0.01,9,1,shuffle,-2.816503938250986
Spiral,a=0.01,10,1,shuffle,-3.5133778539026768
Spiral,a=0.01,11,1,shuffle,-4.225347661129712
Spiral,a=0.01,12,1,shuffle,-3.022206463568093
Spiral,a=0.01,13,1,shuffle,-2.64729360581164
Spiral,a=0.01,14,1,shuffle,-0.9264417699274028
Spiral,a=0.01,15,1,shuffle,-1.5071612071343523
Spiral,a=0.01,16,1,shuffle,-1.9381177943517907
Spiral,a=0.01,17,1,shuffle,-1.8195044957015187
Spiral,a=0.01,18,1,shuffle,-2.3692480938204525
Spiral,a=0.01,19,1,shuffle,-2.42615518801722
Spiral,a=0.01,20,1,shuffle,-2.48259113103688
Spiral,a=0.01,21,1,shuffle,-3.0025430780709748
Spiral,a=0.01,22,1,shuffle,-2.1427993271495978
Spiral,a=0.01,23,1,shuffle,-2.366765889273411
Spiral,a=0.01,24,1,shuffle,-1.725247535318243
Spiral,a=0.01,25,1,shuffle,-1.9810576316994668
Spiral,a=0.01,26,1,shuffle,-2.0754078819954365
Spiral,a=0.01,27,1,shuffle,-1.6193718978242848
Spiral,a=0.01,28,1,shuffle,-1.3071602544389576
Spiral,a=0.01,29,1,shuffle,-1.0990985088894214
Spiral,a=0.01,30,1,shuffle,-1.1382567641527697
Spiral,a=0.01,31,1,shuffle,-1.2184905432300073
Spiral,a=0.01,32,1,shuffle,-1.2322222244905445
Spiral,a=0.01,33,1,shuffle,-0.8284894649520376
Spiral,a=0.01,34,1,shuffle,-0.4767253731178931
Spiral,a=0.01,0,1,random,-0.024232277361078358
Spiral,a=0.01,1,1,random,-0.05253161903199621
Spiral,a=0.01,2,1,random,-0.21347145285162528
Spiral,a=0.01,3,1,random,-0.18788428429194215
Spiral,a=0.01,4,1,random,-0.09608629079983366
Spiral,a=0.01,5,1,random,-0.18931163251562322
